message_id,date,sender,text,views,threat_level
msg_-1002413797422_10,2024-11-02T06:07:41+00:00,-1002413797422,Отчет от McAfee: **Technical Analysis of Babuk Ransomware  Ransomware Team: **@RansomwareTeam** Group: **@RansomTeam **Private: ****@RansomwareBot**,133,LOW
msg_-1002413797422_100,2024-11-02T06:07:43+00:00,-1002413797422,**BitLocker Attacks**  __A list of public attacks on BitLocker. Any public attack with the potential to attack BitLocker but where the exact method is still not public (like baton drop) is out of scope.__  https://github.com/Wack0/bitlocker-attacks  **Project: ****@RansomwareTeam**** Group: ****@RansomTeam**** Private: ****@RansomwareBot**,205,LOW
msg_-1002413797422_102,2024-11-02T06:07:43+00:00,-1002413797422,@malwara  __Ещё больше материала найдёте в нашей приватке ✅ You will find even more material in our private ✅__ **Access**: @malwarabot,211,LOW
msg_-1002413797422_103,2024-11-02T06:07:43+00:00,-1002413797422,**Ransomchats**[  ](https://github.com/Casualtek/Ransomchats)Сборка чатов\переговоров с рансомварщиками   https://github.com/Casualtek/Ransomchats  **Project: ****@RansomwareTeam** **Group: ****@RansomTeam** **Private: ****@RansomwareBot**  #ransom,211,LOW
msg_-1002413797422_105,2024-11-02T06:07:49+00:00,-1002413797422,@malwara  __Ещё больше материала найдёте в нашей приватке ✅ You will find even more material in our private ✅__ **Access**: @malwarabot,222,LOW
msg_-1002413797422_106,2024-11-02T06:07:49+00:00,-1002413797422,"Montclair, a township within the State of New Jersey, was a victim of ransomware. However, the Mayor reports it had ""negotiated a settlement of $450,000"" with the attackers.",218,LOW
msg_-1002413797422_107,2024-11-02T06:07:49+00:00,-1002413797422,When you become a Lockbit ransomware affiliate this is what the affiliate panel looks like.  - StealBit - LockBit RED - LockBit GREEN - LockBit BLACK - Linux/ESXi - Chat generation,245,LOW
msg_-1002413797422_109,2024-11-02T06:07:49+00:00,-1002413797422,And when you build the binary through the panel this is the output:,268,LOW
msg_-1002413797422_110,2024-11-02T06:07:49+00:00,-1002413797422,"«Ransomed VC», новая группа вымогателей, использует в качестве оружия европейский GDPR (Общие законы о защите данных). Эта группа компрометирует веб-сайты, а затем вымогает у компании деньги, угрожая штрафами GDPR.  - Незначительные нарушения GDPR штрафуют в размере 10 000 000 долларов США или 2% годового дохода фирмы за предыдущий финансовый год.  - Серьезные нарушения GDPR штрафуют в размере 20 000 000 долларов США или 4% годового дохода фирмы за предыдущий финансовый год.  Примечание. Мы лично никогда не видели, чтобы какая-либо группа вымогателей (или группа, занимающаяся программами-вымогателями) напрямую использовала законы о защите данных в качестве оружия в целях получения финансовой выгоды. Их основная цель – использовать законы, призванные защищать людей ради их прибыли.  **Project: ****@RansomwareTeam** **Group: ****@RansomTeam** **Private: ****@RansomwareBot**",269,LOW
msg_-1002413797422_111,2024-11-02T06:07:50+00:00,-1002413797422,"Группа вымогателей Lockbit, которая была относительно неактивна в течение нескольких месяцев, только что избавилась от более чем 20 жертв за один день.  Они также переиндексировали весь свой сайт: более 100+ предыдущих жертв теперь числятся в списке сегодняшних утечек.",272,LOW
msg_-1002413797422_112,2024-11-02T06:07:50+00:00,-1002413797422,"**NoBit Builder + Source Code **  **Description**: __Easy to use Encrypts every file possible (including Recycle Bin, AppData) +60 file types supported Wallpaper and blocked language support New generation ransomware  __**Project: ****@RansomwareTeam** **Group: ****@RansomTeam** **Private: ****@RansomwareBot**",308,LOW
msg_-1002413797422_113,2024-11-02T06:07:50+00:00,-1002413797422,**Ransomware Tools **  __Binder tools ransomware Data Decrypter and Recovery tools__  **Archive password:** @ransomwareteam  💬 [Ransom Team](http://t.me/ransomteam)   **Private: ****@RansomwareBot**** Магазин вредоносных ПО - ****@MalwareShopBot**** Project ****@MalwareForum**,425,LOW
msg_-1002413797422_115,2024-11-02T06:07:50+00:00,-1002413797422,**HelloKitty Ransomware Source Code Leaked  ** **Archive password**: @ransomteam  💬 [Ransom Developers](http://t.me/ransomdevs)   **Private: ****@RansomwareBot**** Магазин вредоносных ПО - ****@MalwareShopBot**** Project ****@MalwareForum**,407,LOW
msg_-1002413797422_116,2024-11-02T06:07:50+00:00,-1002413797422,**Paradise Ransomware source code**  Archive password: @ransomteam  💬 [Ransom Developers](http://t.me/ransomdevs)   **Private: ****@RansomwareBot**** Магазин вредоносных ПО - ****@MalwareShopBot**** Project ****@MalwareForum**,426,LOW
msg_-1002413797422_117,2024-11-02T06:07:50+00:00,-1002413797422,"BlackCat Ransomware (ALPHV) Configuration Tool, You Just Need To Understand How This Tool Works  Note - Use RDP For Testing  Source : https://www.varonis.com/blog/blackcat-ransomware",413,LOW
msg_-1002413797422_119,2024-11-02T06:07:50+00:00,-1002413797422,**3301 Ransomware Toolkit v2**  __Just a Ransomware Builder__  **Features**: __- UAC Bypass - Self Destruct - ShadowCopy Remover - No Of Paralel Crypt - MBR OverWrite - VM Detection - Sandboxie Detection - Check For Internet Connection - Defender Exclude - OpMode ( Auto Exclude Whenever User Removed ) - Default App To Open Crypted Files - Melt - Protect Process ( BSOD ) - File Completely Deleted After Deadline ( No Possible To Recover ) - Files Crypted With AES - Key Crypted With RSA - Log Sender - Process To Kill - Ransomware Look Changed - And More...__  Archive password: @ransomteam  💬 [Ransom Developers](http://t.me/ransomdevs)   **Private: ****@RansomwareBot**** Магазин вредоносных ПО - ****@MalwareShopBot**** Project ****@MalwareForum**,466,LOW
msg_-1002413797422_12,2024-11-02T06:07:41+00:00,-1002413797422,"Псевдо «Исходный код» программы-вымогателя Peyta, разработанной ГРУ, стал распространяться в последнее время. Это фейк  Вы можете скачать Hoax.Win32.Ransomware.Petya здесь: https://github.com/vxunderground/MalwareSourceCode  **Ransomware Team: **@RansomwareTeam** Group: **@RansomTeam **Private: ****@RansomwareBot**",131,LOW
msg_-1002413797422_120,2024-11-02T06:07:50+00:00,-1002413797422,#ransomware,322,LOW
msg_-1002413797422_121,2024-11-02T06:07:50+00:00,-1002413797422,**LockBit's downfall and Cl0p's ascent: A tale of the changing face of cybercrime **  The rise and fall of ransomware empires   https://youtu.be/0EQenbbPSaE?si=_7obVjOI1astwcmz  **Private: ****@RansomwareBot**** Магазин вредоносных ПО - ****@MalwareShopBot**** Project ****@MalwareForum**  #lockbit #cl0p #ransomware,332,LOW
msg_-1002413797422_122,2024-11-02T06:07:50+00:00,-1002413797422,#ransomware,321,LOW
msg_-1002413797422_123,2024-11-02T06:07:50+00:00,-1002413797422,**Private: ****@RansomwareBot**** Магазин вредоносных ПО - ****@MalwareShopBot**** Project ****@MalwareForum**,335,LOW
msg_-1002413797422_125,2024-11-02T06:07:50+00:00,-1002413797422,"Today Lockbit ransomware group's website has been seized (again).   The new server hijack mocking asks Lockbit ransomware group administrative ""What have we learned?"" and states they will unveil more identities of ransomware operators behind Lockbit (possibly the leaders too)",345,LOW
msg_-1002413797422_126,2024-11-02T06:07:50+00:00,-1002413797422,U.S. Charges Russian Man as Boss of #LockBit Ransomware Group  https://krebsonsecurity.com/2024/05/u-s-charges-russian-man-as-boss-of-lockbit-ransomware-group/,371,LOW
msg_-1002413797422_127,2024-11-02T06:07:50+00:00,-1002413797422,"Lockbit ransomware group has made a post today about a contest (titled: contest.omg) to contact Dmitry Khoroshev – they assert the FBI is wrong and LockbitSupp is NOT Dmitry Khoroshev.  They're offering $1,000 if you can contact Dmitry Khoroshev to see if he is alive and well",420,LOW
msg_-1002413797422_128,2024-11-02T06:07:50+00:00,-1002413797422,"**Conti Ransomware builder by ""hitlercunnyrapist1488"".**  Use with caution.  **Archive password**: `ransomteam`.**  Private: ****@RansomwareBot**** MalwareShop: ****@MalwareShopBot**** All projects ****@malwarelinks**",460,LOW
msg_-1002413797422_13,2024-11-02T06:07:41+00:00,-1002413797422,"#Ransomware #REvil #Decrypt #MasterKey  Los analistas de Flashpoint han identificado un post en el foro ruso XSS, donde un usuario llamado ""Ekranoplan"" ha compartido la captura de una posible clave maestra para el ransomware.  Flashpont ha intentado descifrar un sandbox infectado con una muestra de REvil con la clave proporcionada, resultando en el descifrado de los ficheros afectados.  `{""master_sk"":""OgTD7co7NcYCoNj8NoYdPoR8nVFJBO5vs/kVkhelp2s=""}  `https://www.flashpoint-intel.com/blog/possible-universal-revil-master-key-posted-to-xss/  **Ransomware Team: **@RansomwareTeam** Group: **@RansomTeam **Private: ****@RansomwareBot**",149,LOW
msg_-1002413797422_130,2024-11-02T06:07:50+00:00,-1002413797422,[ ](https://malware.news/t/the-history-of-ransomware/82702)**The History of Ransomware**  https://malware.news/t/the-history-of-ransomware/82702,427,LOW
msg_-1002413797422_132,2024-11-02T06:07:50+00:00,-1002413797422,#ransomware,503,LOW
msg_-1002413797422_134,2024-11-02T06:07:50+00:00,-1002413797422,#ransomware #APT,513,LOW
msg_-1002413797422_135,2024-11-02T06:07:50+00:00,-1002413797422,#APT #threatleak,523,LOW
msg_-1002413797422_137,2024-11-02T06:07:50+00:00,-1002413797422,**Prince Ransomware**  __Prince is a ransomware written from scratch in Go. It uses a mixture of ChaCha20 and ECIES cryptography in order to encrypt files securely so that they cannot be recovered by traditional recovery tools. Files which have been encrypted by Prince can only be decrypted using the corresponding decryptor. __ https://github.com/SecDbg/Prince-Ransomware  **Private: ****@RansomwareBot**** MalwareShop: ****@MalwareShopBot**** All projects ****@malwarelinks**,644,LOW
msg_-1002413797422_14,2024-11-02T06:07:41+00:00,-1002413797422,"**Blackout Ransomware Builder V2**  __This ransomware encrypts user data using AES and then requires them to write an email to return the files. __**List of file extensions subject to encryption:** __These are MS Office documents, OpenOffice, PDF, text files, databases, photos, music, videos, image files, archives, etc.__  `Run in a virtual machine! Material for informational purposes only! We are not responsible for your use of ransomware. ` **Archive password:** @ransomwareteam  💬 [Ransom Team](http://t.me/ransomteam)   **Private: ****@RansomwareBot** **Магазин вредоносных ПО - ****@MalwareShopBot**** Project ****@MalwareForum**",240,LOW
msg_-1002413797422_144,2024-11-02T06:07:50+00:00,-1002413797422,[ ](https://malware.news/t/is-ransomware-malware/84667)**Is Ransomware Malware?**  https://malware.news/t/is-ransomware-malware/84667,621,LOW
msg_-1002413797422_145,2024-11-02T06:07:50+00:00,-1002413797422,"**LockSystem Ransomware**  __Locksystem Team Ransomware Leaked__  This is a release, or leak, of our ransomware source code named LockSystem. We are sharing this solely for educational purposes. I am confident you can utilize this code for your crypter projects or other developments.  Please note that this is only a portion of the ransomware code. We believe it is among the best, and it is ours.  Rest assured, we will create something new and even more powerful in the future.  **Archive password**: @ransomteam  **Private: ****@RansomwareBot**** MalwareShop: ****@MalwareShopBot**** All projects ****@malwarelinks**",740,LOW
msg_-1002413797422_146,2024-11-02T06:07:50+00:00,-1002413797422,**Jigwas Ransomware  Archive password: ****@ransomteam****  Private: ****@RansomwareBot**** MalwareShop: ****@MalwareShopBot**** All projects ****@malwarelinks**,757,LOW
msg_-1002413797422_147,2024-11-02T06:07:50+00:00,-1002413797422,**Robinhood Ransomeware Leaked**  **Archive password: ****@ransomteam****  Private: ****@RansomwareBot**** MalwareShop: ****@MalwareShopBot**** All projects ****@malwarelinks**,797,LOW
msg_-1002413797422_148,2024-11-02T06:07:50+00:00,-1002413797422,**Cyborg Ransomware Builder Version 2.0.1 - Cracked**  **Software Requires:** __.net framework 3.5 (includes .net 2.0 and 3.0) See: ____https://youtu.be/_tMFhUJdeLI?si=4bdKvU807-fg8BZs____  Always Use RDP__  **Archive password: ****@ransomservice****  Private: ****@RansomwareBot**** MalwareShop: ****@MalwareShopBot**** All projects ****@malwarelinks**,869,LOW
msg_-1002413797422_149,2024-11-02T06:07:50+00:00,-1002413797422,"**Introducing the Ransomware Builder**  __An educational tool with a sleek, modern GUI that makes it easy for anyone to create their own ransomware. Perfect for learning and awareness, our user-friendly interface guides you through each step, from customizing ransom notes to encrypting files, all with just a few clicks. __ https://github.com/Busirus/PyQt5-RansomwareBuilder  **Project: ****@RansomService**** Private: ****@RansomwareBot**** MalwareShop: ****@MalwareShopBot**** All projects ****@malwarelinks**",827,LOW
msg_-1002413797422_15,2024-11-02T06:07:41+00:00,-1002413797422,"PonyFinal is a Java-based ransomware that is deployed in human-operated ransomware attacks. While Java-based ransomware are not unheard of, they’re not as common as other threat file types. However, organizations should focus less on this payload and more on how it’s delivered.  **Ransomware Team: **@RansomwareTeam** Group: **@RansomTeam **Private: ****@RansomwareBot**",137,LOW
msg_-1002413797422_150,2024-11-02T06:07:50+00:00,-1002413797422,"**Private channel from ****@RansomwareService**** (****@RansomTeam****)  By subscribing, you get access to the private channel where you will find:**  __• Builders and source codes of various ransomware for Windows, as well as cross-platform software  • Courses on pentesting systems and finding vulnerabilities in Windows systems  • A very large selection of cracked versions and source codes of various ransomware with updates  • Modified and custom versions of ransomware  • Private versions  • Various materials for distributing your software  • And much more interesting and useful for working with ransomware__  **Subscription cost to the private channel:** __ • Monthly: $100  • Lifetime: $250__  **Accepted cryptocurrencies:** __Bitcoin, Ethereum, Litecoin, Monero, Dash, Zcash, and Tether USDT (bep20, trc20, erc20, ton).__  You can gain access to the private channel through the bot @RansomwareBot",867,LOW
