message_id,date,sender,text,views,threat_level
msg_-1004350724129_10,2026-06-26T06:09:33+00:00,-1004350724129,"**🚨 Threat Intelligence Alert**  **Title:** New Threat Intelligence **Source:** Unknown  **Summary:** ""Phishing alert: Email addresses of finance professionals compromised. Risk level: High. Recommended action: Verify email authenticity and update password immediately.""",4,LOW
msg_-1004350724129_11,2026-06-26T06:10:08+00:00,-1004350724129,"**🚨 Threat Intelligence Alert**  **Title:** New Threat Intelligence **Source:** Unknown  **Summary:** ""Data Leak Alert: Aeimpex India's database exposed by @N1KA. Risk Level: High. Recommended Action: Monitor for potential exploitation and review internal data storage practices.""",4,LOW
msg_-1004350724129_12,2026-06-26T07:05:15+00:00,-1004350724129,Telegram alert service test message,4,LOW
msg_-1004350724129_13,2026-06-26T07:24:31+00:00,-1004350724129,"**Darknet Alert System**  **Title:** [India] Hitek syndicate database **Forum:** darkforum **Author:** username: Tanakaa **Data Type:** Credentials, Database, PII **Sector:** Education **Observed:** 2025-12-24 21:00:46.562000  **Structured Alert:** Here is the structured alert:  **Threat:** India Hitek syndicate database leak **Source:** Darkforums.io **Exposed Data:** 850 million records containing personal information (name, father's name, Aadhar card number, full address, alternative mobile numbers, email ID) **Impacted Sector:** Private sector (individuals and organizations) in India **Risk Level:** High **Recommended Action:** Conduct thorough risk assessments, monitor for potential misuse, and consider implementing additional security measures to protect affected individuals.  **Forum Link:** https://darkforums.io/Thread-India-Hitek-syndicate-database",5,LOW
msg_-1004350724129_14,2026-06-26T07:25:06+00:00,-1004350724129,**Darknet Alert System**  **Title:** Sahel application Kuwait DATABASE 1TB **Forum:** darkforum **Author:** username: PhaoPhut **Data Type:** Database **Sector:** Unknown **Observed:** 2025-12-24 21:00:50.511000  **Structured Alert:** Here is the structured alert:  **Threat**: Unauthorized database exposure **Source**: Dark Forums (Tor network) **Exposed Data**: 4.8 million ID photos for Kuwait **Impacted Sector**: Government/Identity Services **Risk Level**: High **Recommended Action**: Verify and notify affected parties; monitor for potential misuse  **Forum Link:** https://darkforums.io/Thread-DATABASE-Sahel-application-Kuwait-DATABASE-1TB,5,LOW
msg_-1004350724129_15,2026-06-26T07:25:50+00:00,-1004350724129,"**Darknet Alert System**  **Title:** ESSALUD PERU DATABASE **Forum:** darkforum **Author:** username: injectioninferno2 **Data Type:** Credentials, Database **Sector:** Unknown **Observed:** 2025-12-24 21:00:53.245000  **Structured Alert:** Here is the structured alert for the Darknet Alert System:  **Threat:** ESSALUD Peru Database Exposure **Source:** https://darkforums.io/Thread-ESSALUD-PERU-DATABASE **Exposed Data:** 3,999,149 records containing personal and professional information **Impacted Sector:** Healthcare (ESSALUD) **Risk Level:** High **Recommended Action:** Monitor for potential misuse of exposed data and consider notifying affected individuals.  **Forum Link:** https://darkforums.io/Thread-ESSALUD-PERU-DATABASE",5,LOW
msg_-1004350724129_16,2026-06-26T07:26:36+00:00,-1004350724129,"**Darknet Alert System**  **Title:** 10 INDIAN WEBSITES HAVE BEEN LEAKED BY V FOR VENDETTA CYBER TEAM **Forum:** darkforum **Author:** username: Dzvy **Data Type:** Credentials, Database, PII **Sector:** Education **Observed:** 2025-12-24 21:00:55.875000  **Structured Alert:** Here is the structured alert:  **Threat:** V For Vendetta Cyber Team leaked 10 Indian websites, exposing sensitive data.  **Source:** Darkforums.io (https://darkforums.io/Thread-Document-10-INDIAN-WEBSITES-HAVE-BEEN-LEAKED-BY-V-FOR-VENDETTA-CYBER-TEAM)  **Exposed Data:** Credentials, Database, PII  **Impacted Sector:** Education  **Risk Level:** High  **Recommended Action:** Verify the authenticity of the leaked data and take necessary measures to protect affected individuals and organizations.  **Forum Link:** https://darkforums.io/Thread-Document-10-INDIAN-WEBSITES-HAVE-BEEN-LEAKED-BY-V-FOR-VENDETTA-CYBER-TEAM",5,LOW
msg_-1004350724129_17,2026-06-26T07:27:31+00:00,-1004350724129,"**Darknet Alert System**  **Title:** ⭐️ South Korea Database ekocosa.co.kr ⭐️ **Forum:** darkforum **Author:** username: AshleyWood2022 **Data Type:** Credentials, Database **Sector:** Education, Energy & Utilities **Observed:** 2025-12-24 21:00:30.453000  **Structured Alert:** Here is the structured alert for the Darknet Alert System:  **Threat:** South Korea Database ekocosa.co.kr exposed data leak **Source:** https://darkforums.io/Thread-DATABASE-%E2%AD%90%EF%B8%8F-South-Korea-Database-ekocosa-co-kr-%E2%AD%90%EF%B8%8F **Exposed Data:** Personal identifiable information (PII) including names, birthdates, phone numbers, email addresses, and more for at least 7 individuals. **Impacted Sector:** South Korea, possibly multiple industries (construction, education) **Risk Level:** High **Recommended Action:** Verify the authenticity of the data and notify affected parties.  **Forum Link:** https://darkforums.io/Thread-DATABASE-%E2%AD%90%EF%B8%8F-South-Korea-Database-ekocosa-co-kr-%E2%AD%90%EF%B8%8F",5,LOW
msg_-1004350724129_18,2026-06-26T07:29:09+00:00,-1004350724129,"**Darknet Alert System**  **Title:** ⭐️ South Korea Database qwerty.co.kr ⭐️ **Forum:** darkforum **Author:** username: AshleyWood2022 **Data Type:** Credentials, Database **Sector:** Unknown **Observed:** 2025-12-24 21:00:58.412000  **Structured Alert:** Here is the structured alert:  **Threat**: South Korea Database Exposed **Forum**: Darknet Forum **Exposed Data**: User credentials, personal information (names, emails, phone numbers, etc.) **Impacted Sector**: Government, Education, and Private sectors in South Korea **Risk Level**: High **Recommended Action**: Monitor for potential misuse of exposed data and consider notifying affected individuals.  **Forum Link:** ************",5,LOW
msg_-1004350724129_19,2026-06-26T07:29:50+00:00,-1004350724129,"**Darknet Alert System**  **Title:** ⭐️ South Korea Database seise.co.kr ⭐️ **Forum:** darkforum **Author:** username: AshleyWood2022 **Data Type:** Credentials, Database, Financial, PII **Sector:** Financial **Observed:** 2025-12-24 21:01:01.045000  **Structured Alert:** Here is the structured alert for the Darknet Alert System:  **Threat:** South Korea Database Exposure **Forum:** seise.co.kr **Exposed Data:** Personal and financial information of individuals, including login credentials, phone numbers, and addresses. **Impacted Sector:** Financial Services **Risk Level:** High **Recommended Action:** Monitor affected databases for suspicious activity, notify impacted individuals, and conduct thorough security audits to prevent further breaches.  **Forum Link:** ************",5,LOW
